GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,geometry,City/Municipality,2018,2019,2020,2021,2022,2023,2024,Total_Cases,centroid,centroid_lat,centroid_lon,Avg_Temperature,Avg_Humidity,Avg_Precipitation
PHL.16.1_1,PHL,Philippines,PHL.16_1,Bukidnon,NA,Baungon,NA,NA,Bayan|Munisipyo,Municipality,101301,PH.BK.BU,"POLYGON ((690594.7637376717 913252.6238014051, 690583.2256857012 913199.5174713356, 690714.5015424244 913166.8610914558, 690783.4154004827 913170.4302304527, 690970.9674850338 913148.0393919306, 691077.9434577159 913097.6633669348, 691209.6435286878 912967.7573747477, 691286.0676052583 912791.0939998085, 691285.6120132288 912702.5940633178, 691351.6843461909 912586.7480561241, 691488.6591920271 912597.2595549785, 691682.9394612943 912574.9008035638, 691727.0994145613 912472.2497767605, 691810.8936374956 912340.9755931785, 692043.138472103 912287.772408354, 692156.688105696 912272.8683583689, 692315.6700742249 912249.1974347045, 692376.9623095077 912266.0260379842, 692570.2013642655 912290.0775292323, 692860.9884475817 912114.4603007354, 692972.0523433497 912091.6363920951, 693095.6132956388 912094.3936875178, 693299.4462646698 912003.52037033, 693406.6669876733 911898.9324037964, 693518.7181487764 911842.992645479, 693729.7585029897 911834.0062809156, 693827.6998993319 911737.0783058918, 693856.5884893337 911667.4822703764, 693996.5030588894 911584.1354389379, 694173.3968509869 911503.0619918795, 694272.8165601494 911452.5529397349, 694425.4453263836 911345.9520275056, 694655.609290376 911195.497294051, 695311.2433256469 910834.4873137022, 699006.508387279 909420.8757396777, 699825.5721895776 909003.1677829229, 700164.7596157435 908734.7694054302, 701453.5841012863 908185.3572240409, 702763.0020834978 907370.6671382051, 703261.6796208343 906982.4466518352, 704140.0335063199 905944.5993677633, 705030.0726671577 905115.7847293813, 705886.2652081394 904521.3223727042, 706796.1548447555 903596.4164710082, 707504.1320194892 902521.3115923187, 710649.4895670232 897978.7260839675, 705620.6759126674 899403.2184457392, 702404.3154272742 900293.2580663749, 701392.9555816986 900612.8315337552, 700861.8089053794 900734.2724922723, 698284.620775406 901467.1213781323, 695959.3467682647 902111.6555781481, 694244.4161375833 902605.1683440915, 693229.8375995172 902925.8379256424, 692691.308518183 903020.8576787089, 690529.4545612055 903645.3597126451, 689844.2804954066 903827.1183322264, 688838.6737664612 905218.627287882, 688540.1919203664 905617.7527583393, 686731.3366866069 908110.7552823711, 683536.6558695316 912576.6268333169, 683481.5061947531 912699.1710641788, 683456.0585186135 912754.3345044779, 683371.2396559636 912735.2058425578, 683346.5630260368 912807.0376146621, 683381.589982107 912873.5283499798, 683269.6012594986 912919.4707073015, 683212.6689781253 912865.0183432306, 683168.9595819782 912864.8361193074, 683144.8334558927 913006.3901283854, 683037.0526106678 913051.2958240474, 682922.6816377124 913064.0039426484, 682991.9318491487 913188.2267576873, 683099.1682263468 913273.7930047805, 683084.8190560566 913288.0778709002, 683033.4756070339 913304.5290469329, 682975.062601569 913403.8551707298, 682893.0408202923 913520.6974234427, 682839.7546236267 913600.1099311492, 682770.1039737683 913572.1852840824, 682721.3798792108 913565.3374415532, 682711.1505021758 913599.5745606029, 682737.5739528077 913713.5986136633, 682757.5631386559 913757.8762283837, 682759.9421474388 913792.1659421459, 682695.8718640485 913837.2540377193, 682632.9277015644 913813.7871954433, 682478.3457714708 913794.3697034701, 682484.0501526371 913837.5330895033, 682603.9397433766 913912.0757768258, 682629.0589180028 913935.4905937073, 682600.1358379967 914018.2742583368, 682511.8605629058 914022.3371093064, 682410.0080739916 914057.3535817823, 682313.9709962464 914108.848519105, 682293.4534105061 914191.7727983717, 682218.1405845401 914313.0736251686, 682165.7105051412 914389.2203339816, 682149.4924636048 914448.8520977946, 682199.6670138543 914510.9749118453, 682275.0340427526 914578.7925349509, 682199.2398023524 914613.8120054705, 682164.0200961824 914593.8362242731, 682053.0017927415 914609.9349466988, 681948.5699717898 914659.2859477289, 681873.0238165967 914634.6077804071, 680414.5196483561 914880.7740089918, 680294.1306569732 914927.8480525616, 679644.5727890006 914886.4723224512, 679281.6078319094 914851.7621765016, 677870.8193407299 914740.9641677557, 677113.9338892682 914636.1187229279, 676416.4377832548 914602.4037579274, 675597.8035998419 914804.7900499806, 675489.4935724568 914985.7692524749, 675637.62308538 915145.6262673592, 675569.7812408805 915295.7586658737, 675583.967634992 915321.2341474683, 675689.6300446151 915381.3553737111, 675836.253598154 915497.0142862805, 675863.6523212029 915581.1861735365, 675802.9687831348 915622.9207462847, 675625.8442346007 915567.9973506522, 675472.1817452054 915530.888095821, 675404.6550621766 915602.5500314491, 675367.0717298668 915752.8034481555, 675422.5600152938 915958.697324567, 675356.8035124798 916008.2168906668, 675320.9055038887 916157.4224931786, 675194.7685201569 916173.4767571216, 675068.0475891987 916125.4016393995, 674963.9531615677 916093.9767640615, 674715.7006046176 916171.5622644883, 674689.3460031943 916246.6587767043, 674685.3266164677 916411.3905946483, 674731.1151185238 916521.0536820046, 674772.019324783 916590.934293934, 674888.3617929918 916711.9540310253, 674946.0746085679 916781.9020896296, 675185.5745120634 916790.5599246827, 675335.3742347108 916951.478578181, 675430.2897498081 917175.3557239838, 675449.8220784051 917334.5924862296, 675401.8472166122 917561.1663717818, 675360.263248828 917870.6673264174, 675300.2565562966 918163.5351971557, 675381.7842296457 918371.7493348949, 675498.0352593695 918513.7607395157, 675678.677854866 918526.7219597102, 675875.7569056788 918423.5190315588, 676054.5922195227 918259.4906102264, 676245.6475024901 918191.7034834264, 676395.2898699704 918181.2330194159, 676553.9627580701 918223.8523780006, 676680.8235058908 918443.3280399578, 676672.2258378172 918698.7496272464, 676506.459855838 918955.8558801409, 676401.9034699795 919040.5501827153, 676124.5078193241 919261.7672454107, 676092.2464978055 919342.3238802977, 676103.1236952656 919562.4902100146, 676235.6268548329 919840.6310550239, 676302.4482334382 919942.5772984034, 676436.4052589709 920276.0986581686, 676438.9250712187 920483.9967142829, 676440.5415184568 920707.3958184678, 676498.3558015616 920957.6019753035, 676538.1741702585 921086.0191759967, 676513.377395839 921190.9702199723, 676392.2413231201 921220.4336534725, 676295.665255176 921203.3777474468, 676151.6563974008 921277.9971954776, 676111.5275575452 921433.8297343745, 676151.0463781236 921636.3928588401, 676259.7348147978 921775.0029826581, 676344.0286883162 921919.2102561939, 676313.574245122 921968.764817348, 676144.3566437605 922043.2816562015, 676053.9991339954 922151.3424357005, 676029.6455276897 922354.7016783453, 676009.3724431056 922588.0318908985, 676097.773210698 922755.3543197416, 676199.2848111279 922797.8494836258, 676289.5833170051 922704.133448347, 676356.2264764728 922641.4361114729, 676488.0762447908 922662.9604436819, 676735.2650703044 922839.789287968, 676894.1386976537 923035.1401315589, 676944.7870779762 923185.751941553, 676863.5516622255 923323.5917494923, 676742.6990545926 923491.2247209033, 676642.2537949496 923600.2976530839, 676593.7113986892 923758.3106511404, 676619.0956175956 923922.1088901964, 676710.3923468606 924202.3022012587, 676724.7388583494 924393.6896379453, 676637.7492140869 924500.6022142655, 676605.5785791872 924559.114581431, 676613.4371614814 924692.8871551732, 676665.8178426677 924830.3217115183, 676772.7420008585 924986.6476714029, 676913.5524533541 925075.7145592571, 677041.9611218546 925114.9477299612, 677257.5359486678 925004.1316295717, 677441.017595295 924932.9488524062, 677589.4307352641 925012.1347543123, 677714.0524311186 925155.2465348402, 677792.3560079098 925322.6386811734, 677788.2279958515 925509.5221112673, 677665.9671579086 925610.8032791764, 677538.878586242 925659.9606905505, 677336.9947343469 925711.1326336291, 677185.9712023435 925859.8658567668, 677172.9502651081 925961.5948996338, 677352.2403836157 926297.4197860103, 677307.08923432 926447.6407967294, 677237.6520536467 926577.82779995, 677130.2170919132 926753.2132279333, 677078.6026936213 926840.4397959347, 677131.569431355 927038.6313366768, 677253.8653383488 927337.729263051, 677379.9564953013 927735.2510738889, 677445.4287079702 928161.3191245736, 677433.2152838056 928475.3712810216, 677421.8875057544 928778.3521657473, 677519.8434175446 929068.5981325748, 677703.1348257371 929244.0179681139, 677886.2723168039 929252.5777043982, 678158.867210055 929166.2636527179, 678501.1434752241 929094.6893334385, 678573.7540065583 929213.3323403809, 678529.8313525412 929471.985776164, 678408.3952198629 929578.7513985052, 678205.7140805051 929623.2676601785, 678109.2162761155 929795.425562538, 678078.3064410546 929955.6193240244, 678228.4616293339 930218.3442945377, 678330.4821068858 930336.0540179275, 678365.668340042 930564.0251519001, 678268.4456903622 930708.4397838231, 678204.9913733557 930814.3903157524, 678186.7891305443 930949.2171216276, 678082.5075888939 931175.5563102225, 678015.6205094866 931299.1071442313, 677984.6878950212 931464.8906802482, 678065.54068427 931621.2222589975, 678282.2942344052 931625.3892108374, 678415.4007814081 931539.6621506348, 678642.4248656187 931296.2182673326, 678788.2600620457 931180.6956162965, 679024.8969870316 931051.2059967361, 682615.1627348675 931048.5587033759, 683457.191980127 931020.0718149296, 683494.6515770578 930905.1556481889, 683488.0569986189 930875.2776966826, 683492.5734583719 930801.2517178284, 683553.5638009331 930685.3810794933, 683525.4581224419 930576.8306435336, 683452.5657266893 930527.8953669952, 683351.1106314976 930477.6784112372, 683274.9089861764 930416.4938885156, 683186.2160183459 930328.7818473454, 683139.8870985619 930158.2395414062, 683164.1791647176 929978.0824887187, 683166.3434908129 929864.1764935394, 683154.1018608429 929778.8990363067, 683194.0719548381 929666.3137957967, 683273.534090909 929553.7907953549, 683288.381710968 929421.1637251612, 683276.4783299954 929256.2525956035, 683326.0957708184 929048.5678922974, 683463.0956071706 928842.3093053079, 681490.6675913186 927117.4543437134, 681487.528890304 927064.3864979844, 681594.1942764213 927076.9639395528, 681688.9372410337 927127.1466090947, 681823.219813149 927166.4204736755, 681987.9758283584 927152.7686546802, 682214.7672053638 926974.5189240332, 682621.9383527782 926466.3618142846, 682866.6483279255 926225.2204692513, 682868.4642717737 926193.1629934459, 682901.1530068547 926014.0960547365, 683295.7098132236 925710.514121814, 683798.1349326225 925534.5972373774, 683834.9445519609 925375.483016859, 683832.2962847415 925207.3411972125, 683715.6483692741 924971.3163133508, 683706.7326372379 924893.8583643971, 683880.968356003 924827.0915657624, 684042.1298592015 924870.9152236914, 684105.4462028896 924802.6239247121, 684041.2894326362 924672.9308759791, 684057.2694661883 924471.7482158842, 684217.7425938863 924282.1483733167, 684351.7574242983 924188.7370937021, 684472.5529874094 924042.1095202969, 684477.863261795 923979.0566328658, 684321.1580144495 923874.495769095, 684153.8142005189 923702.2795154912, 684232.5633086701 923562.2235240096, 684428.3256206393 923572.9692046838, 684515.0936459106 923721.5336101556, 684615.9464047798 923719.7474276752, 684648.0867928546 923671.2587534958, 684782.4650387969 923690.6055228076, 684965.0024278673 923649.4026894, 684972.1117139375 923558.722098797, 684989.4562664127 923432.6447953817, 685120.9115755233 923349.2446397961, 685292.734812174 923456.0879885149, 685484.0932983139 923514.3902052616, 685623.8782920127 923448.641856305, 685662.0870081801 923357.0394304154, 685607.0575040497 923255.0180204238, 685275.7043747378 923114.2673811326, 685220.6639755112 923014.4616867608, 685206.1166608777 922878.4390499056, 685263.063177387 922728.2703825907, 685352.4127213863 922665.5756336577, 685495.6797299583 922769.0277203807, 685645.815347323 922838.2292360592, 685678.8169704281 922785.3149504431, 685664.8988693206 922698.9746187214, 685593.1972589036 922564.8168382619, 685595.9025667905 922521.6879134497, 685747.4041472746 922468.1193370804, 685798.1678459061 922388.7003845038, 685772.6587290368 922261.4906288827, 685746.0873005034 922186.1711158388, 685706.9714999809 922096.3478687396, 685599.7544725075 922012.984640468, 685516.9231858943 921926.35063172, 685543.400278827 921826.8924394388, 685726.4518696524 921864.1686635455, 685816.625119799 921805.9080595175, 685799.4815822177 921687.5941803028, 685830.1804500751 921583.7238874504, 685981.1897093768 921449.4625115057, 686093.7635554811 921262.9311185754, 686106.9466415325 921128.0810798325, 685959.6092902566 920992.5451815635, 685891.3180790405 920846.2721770442, 685856.5113441427 920731.0473055082, 685896.4690384408 920623.9466141633, 686076.107699956 920477.677146862, 686117.5297170166 920421.4233935646, 686117.6056454115 920206.8814795725, 686068.2940341176 920142.4346965626, 686174.0193072272 919985.8294467829, 686219.1293101173 919853.3306346585, 686221.9624377118 919780.3518820626, 686228.3647873324 919658.7631976649, 686328.2177068538 919499.9175741059, 686569.6257100423 919454.4337023364, 686778.8171762194 919474.2095477615, 686948.8161233239 919421.7765431796, 687112.1625532644 919352.8611855912, 687257.4094867383 919193.0514734422, 687271.9440169072 919135.6278795219, 687339.836012548 918983.2919925665, 687385.344602095 918954.6915988137, 687502.6817590119 918835.7938357589, 687637.8697245975 918670.4565820806, 687708.1896797568 918540.2816748942, 687790.0819110943 918455.407029049, 687937.2884988295 918427.3499762301, 688017.0006133737 918458.5983268819, 688083.0216726116 918546.3247486464, 688175.8187513498 918661.6965096357, 688281.2794657038 918763.9383446453, 688396.2664808311 918800.9303664962, 688479.769066832 918732.7293057893, 688446.6514023596 918616.4538944603, 688395.0907675582 918489.0236568544, 688417.3391513632 918397.3529196442, 688524.724576037 918248.4577633038, 688649.4834446118 918163.8747140011, 688781.0246974451 918065.9253257229, 689018.3527442117 917995.1199217526, 689114.3410105256 917955.6642703558, 689247.6413036463 917840.1083342365, 689364.9728589191 917724.4838047073, 689495.7818817913 917602.2725090451, 689529.9867113464 917467.5123427808, 689532.315070858 917318.1633227939, 689582.892655048 917090.5466980324, 689643.8935035731 916979.1080223977, 689735.8161394574 916908.7298422606, 689780.5407270868 916867.9977979385, 689857.5744205986 916742.2838644077, 689919.5899666995 916590.9786108537, 689924.2915082653 916476.0259860096, 689894.3583053721 916207.1339092129, 689924.3187230031 916082.2701867231, 690009.9032614003 915923.3671982593, 690011.0499522146 915659.0400140319, 689962.4749487637 915424.3478348687, 689974.7703884107 915302.677573705, 690039.1980707101 915176.9086083667, 690137.176561941 915067.845630756, 690239.4541866594 914936.6505131085, 690201.4940297824 914773.9414530927, 690155.9828121084 914607.8243581166, 690191.0837096272 914460.8323459025, 690303.5116770637 914315.3357995361, 690361.4329330202 914139.7521859168, 690411.8085452915 913959.7057091449, 690439.0043538266 913891.2617118342, 690455.2918881187 913818.3402659415, 690516.2638881267 913521.0461938422, 690609.3472416741 913378.7356224951, 690594.7637376717 913252.6238014051))",Baungon,139,130,33,15,47,327,82,773,POINT (124.71925420173145 8.256754427722875),8.256754428,124.7192542,23.97794872,85.07897436,
PHL.16.2_1,PHL,Philippines,PHL.16_1,Bukidnon,NA,Cabanglasan,NA,NA,Bayan|Munisipyo,Municipality,101322,PH.BK.CB,"POLYGON ((763086.9284376705 892341.4202229973, 763040.331088983 891964.959518561, 762506.4923364747 891459.5564441972, 762155.2760155536 891089.0273480219, 762461.0355455821 889729.7833944351, 762485.2602926721 889326.091081993, 762296.0221744875 889167.8689351075, 762144.9472142768 888957.8468913487, 762196.9139015265 888702.5747932841, 762172.1666370416 888472.287854022, 762045.9703357922 888324.3529267815, 761888.8335055256 888143.105478515, 761813.7339781469 887889.313087808, 761802.7211755656 887611.516479635, 761826.3208365219 887313.9769772232, 761962.8233829447 886990.6047691257, 762114.37295752 886829.9286076289, 762223.1963962961 886636.9265125954, 762270.126510263 886379.4085250064, 762295.6683762489 886182.6527891975, 762411.1805239974 885997.3923036507, 762545.539909977 885899.7186362346, 762715.9143763604 885685.9688835151, 762667.62841159 885451.1134111099, 762608.0372572034 885279.2950308177, 762501.0524589281 885008.6976174163, 762539.8723233264 884844.0444391404, 762602.5668632064 884625.3437378249, 762538.626633761 883458.7459980567, 759763.1323991781 883789.1100560297, 756538.2400507361 883847.1226296206, 755976.9212593458 883857.2505601418, 755946.3236632159 883911.3139417318, 755858.6080039782 883947.3288085692, 755771.0297776085 884108.329456967, 755498.6166618515 884218.5909208057, 755322.0713527974 884189.8993832531, 755190.9568628182 884162.6248045894, 755039.9961930946 884073.2479436905, 754953.7571929601 883996.4222399263, 754778.1144003556 883956.7117547585, 754666.8402584905 883992.5963321005, 754492.4589931318 884028.1272685927, 754320.0531840097 883861.2370251238, 754244.0022129519 883918.3174526314, 754163.2488692271 884063.8998965819, 754091.6217799857 884082.3335160627, 754064.9059960766 884195.0334607675, 753994.2380447137 884342.8878535068, 753921.4051317011 884426.5767407656, 753864.4110612301 884536.8912975363, 753812.614220706 884620.6977944399, 753710.8832260396 884756.1914118157, 753643.112339974 884837.6928032774, 753537.00179718 885004.1838635437, 753405.1235284148 885114.1327187332, 753191.4695670403 885252.3253609227, 753088.0651593705 885386.7022691878, 752991.6268486069 885479.1230394961, 752855.6992314205 885561.299640777, 752585.5034323473 885730.2001561688, 752312.7056564563 885913.4370653197, 752230.3028241892 886054.5791437244, 752175.7620745659 886329.7748800264, 752121.0695429839 886481.0951980056, 752025.9428953629 886640.9480975564, 751899.814888289 886777.5207075626, 751762.8300935571 886899.5775956312, 751650.4675202357 886981.8871002203, 751591.387325774 887014.7956180542, 751322.8273464241 887043.1637979905, 751258.2086228518 887012.9443678216, 751089.6421021648 886913.4584185282, 750921.3758638966 886911.4700826313, 750739.2687778722 886977.8842842298, 750682.9099178567 886975.3561516493, 750565.9736215888 886972.4928478904, 750356.1694224938 887026.726207127, 750233.031692385 887080.2790116912, 750035.6786938533 887165.3925278898, 749891.575316045 887206.6960840678, 749724.4505764522 887303.1623051596, 749607.9419521373 887375.5342248192, 749441.1968040939 887555.9913797956, 749300.6129946875 887722.3488846322, 749141.5639559894 887880.7966917405, 748977.5776155398 888019.275676672, 748843.3922025554 888093.7672026395, 748705.1161231365 888147.2394908541, 748631.1591055859 888132.3773506496, 748516.8055849518 888119.6143680477, 748442.297119988 889122.7342654259, 747801.2443367302 889575.0230261435, 747787.2969784974 890429.0674183768, 747499.1872612883 890958.5262570161, 746330.847201828 890920.0468960771, 745602.0579943083 893274.8673847642, 746082.4896433463 893873.7401506155, 746132.8509688302 895427.3534286693, 745829.1123883541 896512.1346511679, 746438.0060151345 897450.4211467882, 746586.0766733703 897598.3207907073, 747392.3319477118 899800.0690575438, 750263.2243200077 899781.7946732194, 751984.6774633711 899847.9383692225, 754989.981555205 899874.9391264427, 756369.5753123881 899861.8506025415, 756541.8513381155 899890.4872876616, 760974.3330155328 900131.9979935979, 761011.0739944789 899890.9906174034, 761060.9697352803 899558.2564264713, 760989.2111629244 899314.3981726288, 760916.9915804716 898861.394167995, 760924.8587890314 898666.753124549, 761126.2782007579 898172.1899052105, 761351.9340467949 897849.3464707453, 761422.4079976056 897594.1846341318, 761351.4281739383 897360.2503713362, 761177.6108778941 897161.1706985193, 760954.7148632373 896866.6260626388, 760909.5115777281 896683.8104514099, 761004.5919697745 896103.4695096406, 761230.8851080781 895672.1503339695, 761397.3025291761 895554.7254949039, 761643.0808579894 895245.2925413322, 761833.8624653104 894845.8452273438, 761889.5233840097 894390.3153934219, 762046.6762919689 893987.399843461, 762377.4441705475 893821.129245949, 762700.4946844293 893824.0734175359, 762986.6516483154 893805.804503586, 763164.3157038182 893637.5867645257, 763089.6177127559 893175.8039035159, 763082.7989300708 892615.8604441355, 763086.9284376705 892341.4202229973))",Cabanglasan,111,196,24,10,63,100,192,696,POINT (125.31273620025716 8.066918084594601),8.066918085,125.3127362,25.34333333,86.66641026,
